cohort,seed,family,true_causal_set,provisional_candidate,state,accepted_candidate,false_authority,no_abstention_false_authority,intervention_nrmse,model_disagreement,rank_stability,ood_score,factual_rmse,mean_false_credit_mass
PRIMARY,41007,M6_REDUNDANT_CAUSES,A|B,A,ACCEPT_CAUSAL_CREDIT,A,False,False,0.0442474499454122,0.014271025874497873,1.0,3.2860232435965004,0.156484149770752,0.02217628811783468
PRIMARY,41007,M7_SYNERGISTIC_CAUSES,A|B,B,ABSTAIN_UNCERTAIN_MODEL,,False,False,1.008781265401399,0.6443819863448851,0.5,3.3396563140599596,0.6102046319313595,0.1331011080671097
PRIMARY,41007,M8_VARIABLE_DELAY,A|B,A,ABSTAIN_UNCERTAIN_MODEL,,False,False,0.07982933884801521,0.05657214702749303,1.0,3.082105526197181,0.17201859381762138,0.04396287615516954
PRIMARY,41007,M9_LATENT_CONFOUNDER_SHIFT,A,C,ABSTAIN_UNCERTAIN_MODEL,,False,True,1.4322558790040367,0.0406378922490373,1.0,3.3404614880964294,3.1004999640874913,0.6515780903277663
PRIMARY,41007,M10_CONTEXT_DEPENDENT_CAUSALITY,A|D,A,ACCEPT_CAUSAL_CREDIT,A,False,False,0.08608519318859212,0.032698259902634086,1.0,3.081292002807201,0.23714562963914837,0.0516945480023536
PRIMARY,41007,M11_SHARED_MODEL_CLASS_MISSPECIFICATION,A,C,ABSTAIN_UNCERTAIN_MODEL,,False,True,1.7042565997845425,0.13073995427205198,1.0,2.8504420293881894,0.6019541411595954,0.8151971209921185
PRIMARY,41007,N0_ZERO_CAUSE,,C,FALSIFIED_NO_LEVERAGE,,False,True,3.1072363933096,0.0328321882606703,1.0,3.4334920259367916,1.0666261042794354,1.0
PRIMARY,41008,M6_REDUNDANT_CAUSES,A|B,A,ACCEPT_CAUSAL_CREDIT,A,False,False,0.041274809052112345,0.009905131584858954,1.0,3.323501549447821,0.144695258870707,0.01775489440665075
PRIMARY,41008,M7_SYNERGISTIC_CAUSES,A|B,A,ABSTAIN_UNCERTAIN_MODEL,,False,False,1.0102975960666405,0.46638246991691046,0.6666666666666666,3.3002542346032353,0.5813365148476886,0.15998219470912137
PRIMARY,41008,M8_VARIABLE_DELAY,A|B,A,ABSTAIN_UNCERTAIN_MODEL,,False,False,0.06479871235514355,0.07251200330005762,1.0,3.0958516626051766,0.1813506725061114,0.038488317798822315
PRIMARY,41008,M9_LATENT_CONFOUNDER_SHIFT,A,C,ABSTAIN_UNCERTAIN_MODEL,,False,True,1.5815531156526128,0.04066863639321395,1.0,3.1807581417409443,3.190216466017262,0.6395069905123693
PRIMARY,41008,M10_CONTEXT_DEPENDENT_CAUSALITY,A|D,A,ABSTAIN_UNCERTAIN_MODEL,,False,False,0.07828195666412759,0.0499508557154538,1.0,3.235248572570221,0.27865510646687114,0.03448902976980367
PRIMARY,41008,M11_SHARED_MODEL_CLASS_MISSPECIFICATION,A,C,ABSTAIN_UNCERTAIN_MODEL,,False,True,1.691012373067128,0.11015109141619321,1.0,2.865973644238248,0.510905519378045,0.8383212449702754
PRIMARY,41008,N0_ZERO_CAUSE,,C,FALSIFIED_NO_LEVERAGE,,False,True,3.1797490573633063,0.031497717239007815,1.0,3.358731715466334,1.165986290613038,1.0
PRIMARY,41009,M6_REDUNDANT_CAUSES,A|B,A,ACCEPT_CAUSAL_CREDIT,A,False,False,0.03594775537639727,0.009832326377533895,1.0,3.275167404246596,0.14913245376895062,0.024870685958955106
PRIMARY,41009,M7_SYNERGISTIC_CAUSES,A|B,B,ABSTAIN_UNCERTAIN_MODEL,,False,False,1.0104068921050633,0.6794443634358804,0.5833333333333334,3.262171278405204,0.5771413932752886,0.10545456327078466
PRIMARY,41009,M8_VARIABLE_DELAY,A|B,A,ABSTAIN_UNCERTAIN_MODEL,,False,False,0.06633759886650932,0.07046874604052626,1.0,3.140968626346112,0.20383148325729356,0.03776976096574374
PRIMARY,41009,M9_LATENT_CONFOUNDER_SHIFT,A,C,ABSTAIN_UNCERTAIN_MODEL,,False,True,1.5405994529888711,0.04695454799652241,1.0,3.439759225134968,3.2815159754008882,0.6315121410565683
PRIMARY,41009,M10_CONTEXT_DEPENDENT_CAUSALITY,A|D,A,ACCEPT_CAUSAL_CREDIT,A,False,False,0.05537264082900653,0.02023928564100842,1.0,3.34135175212786,0.28886759533114525,0.07170319293167046
PRIMARY,41009,M11_SHARED_MODEL_CLASS_MISSPECIFICATION,A,C,ABSTAIN_UNCERTAIN_MODEL,,False,True,1.7359581053195992,0.05438824163242546,1.0,2.7233195233190295,0.4770536563488013,0.8427521970523648
PRIMARY,41009,N0_ZERO_CAUSE,,C,FALSIFIED_NO_LEVERAGE,,False,True,3.085904335854491,0.07102418696592301,1.0,3.3444280564370947,1.188658486545481,1.0
PRIMARY,41010,M6_REDUNDANT_CAUSES,A|B,A,ACCEPT_CAUSAL_CREDIT,A,False,False,0.045960344628256385,0.014094734466519153,1.0,3.2569868191181266,0.1521774261205762,0.02357618390231785
PRIMARY,41010,M7_SYNERGISTIC_CAUSES,A|B,B,ABSTAIN_UNCERTAIN_MODEL,,False,False,1.0111563943308686,0.7913392430648737,0.3333333333333333,3.2799796116423057,0.5609747568066004,0.1848071849152217
PRIMARY,41010,M8_VARIABLE_DELAY,A|B,A,ABSTAIN_UNCERTAIN_MODEL,,False,False,0.04720580221974108,0.05494430668655427,1.0,2.897514921385919,0.17894646397923966,0.0343208381113347
PRIMARY,41010,M9_LATENT_CONFOUNDER_SHIFT,A,C,ABSTAIN_UNCERTAIN_MODEL,,False,True,1.5733825541540813,0.02325548641195903,1.0,3.3244096909950676,3.1711976850152106,0.6391794959740645
PRIMARY,41010,M10_CONTEXT_DEPENDENT_CAUSALITY,A|D,A,ABSTAIN_UNCERTAIN_MODEL,,False,False,0.05114645130164472,0.06638245803946721,1.0,3.28096266388891,0.274117748349879,0.046734737562181675
PRIMARY,41010,M11_SHARED_MODEL_CLASS_MISSPECIFICATION,A,C,ABSTAIN_UNCERTAIN_MODEL,,False,True,1.7229509667421508,0.09850517361752222,1.0,2.6952459344093285,0.45636847609629955,0.8258598952383067
PRIMARY,41010,N0_ZERO_CAUSE,,C,FALSIFIED_NO_LEVERAGE,,False,True,3.0017760318483893,0.05011885566999296,1.0,3.3193278701079953,0.9995836864303471,1.0
PRIMARY,41011,M6_REDUNDANT_CAUSES,A|B,A,ACCEPT_CAUSAL_CREDIT,A,False,False,0.03673505626692141,0.011118267765357705,1.0,3.308882826461554,0.14339247323654072,0.02536025132953458
PRIMARY,41011,M7_SYNERGISTIC_CAUSES,A|B,A,ABSTAIN_UNCERTAIN_MODEL,,False,False,1.0040024114903652,0.8336794202569783,0.4166666666666667,3.3101053377307927,0.5828735934753736,0.21563708291867137
PRIMARY,41011,M8_VARIABLE_DELAY,A|B,A,ABSTAIN_UNCERTAIN_MODEL,,False,False,0.06907078164357996,0.1126464595417403,1.0,3.1305647289607603,0.19673794877707895,0.03983929156572668
PRIMARY,41011,M9_LATENT_CONFOUNDER_SHIFT,A,C,ABSTAIN_UNCERTAIN_MODEL,,False,True,1.5850800072965372,0.0353482382668047,1.0,3.3440295337867756,3.2929882123725513,0.6644623561557429
PRIMARY,41011,M10_CONTEXT_DEPENDENT_CAUSALITY,A|D,A,ABSTAIN_UNCERTAIN_MODEL,,False,False,0.06951012739657753,0.07411807803538158,1.0,3.233473037275146,0.2568471170883329,0.046259238154212935
PRIMARY,41011,M11_SHARED_MODEL_CLASS_MISSPECIFICATION,A,C,ABSTAIN_UNCERTAIN_MODEL,,False,True,1.6901757476137749,0.04738468615526549,1.0,2.7304248478999016,0.4498364904606535,0.8524184630615548
PRIMARY,41011,N0_ZERO_CAUSE,,C,FALSIFIED_NO_LEVERAGE,,False,True,2.8490619977506477,0.04900473296622807,1.0,3.232189183133169,1.2314942912338598,1.0
PRIMARY,41012,M6_REDUNDANT_CAUSES,A|B,A,ACCEPT_CAUSAL_CREDIT,A,False,False,0.04012039248084526,0.011506002661789168,1.0,3.3570148463524,0.1418631017723349,0.0189406720719718
PRIMARY,41012,M7_SYNERGISTIC_CAUSES,A|B,A,ABSTAIN_UNCERTAIN_MODEL,,False,False,1.004225423009156,0.7212516271999172,0.16666666666666666,3.2109586568353428,0.5450104184441966,0.2055451152976987
PRIMARY,41012,M8_VARIABLE_DELAY,A|B,A,ABSTAIN_UNCERTAIN_MODEL,,False,False,0.06433713647772558,0.06498377374784346,1.0,3.1196064032206197,0.20605003772285932,0.03527732126814828
PRIMARY,41012,M9_LATENT_CONFOUNDER_SHIFT,A,C,ABSTAIN_UNCERTAIN_MODEL,,False,True,1.6317359794271749,0.02474161131788553,1.0,3.4200658447421075,3.232075007619341,0.6412710798206204
PRIMARY,41012,M10_CONTEXT_DEPENDENT_CAUSALITY,A|D,A,ABSTAIN_UNCERTAIN_MODEL,,False,False,0.08197542559846643,0.0553249015682218,1.0,3.121052332168582,0.23453164144402,0.03832880624865187
PRIMARY,41012,M11_SHARED_MODEL_CLASS_MISSPECIFICATION,A,C,ABSTAIN_UNCERTAIN_MODEL,,False,True,2.0592490790478726,0.10034225364898267,1.0,2.7130597839293706,0.3915643006826294,0.7863921517008617
PRIMARY,41012,N0_ZERO_CAUSE,,C,FALSIFIED_NO_LEVERAGE,,False,True,2.9950989832534027,0.035391300613784905,1.0,3.204672186471853,0.8669623618240516,1.0
PRIMARY,41013,M6_REDUNDANT_CAUSES,A|B,A,ACCEPT_CAUSAL_CREDIT,A,False,False,0.04707688542363489,0.0068941938849479915,1.0,3.281520721242858,0.15410098652283286,0.02628767402005092
PRIMARY,41013,M7_SYNERGISTIC_CAUSES,A|B,A,ABSTAIN_UNCERTAIN_MODEL,,False,False,1.0095650634353865,0.7152015728410258,0.5833333333333334,3.2926337534546732,0.5895517996134728,0.15119836459114636
PRIMARY,41013,M8_VARIABLE_DELAY,A|B,A,ACCEPT_CAUSAL_CREDIT,A,False,False,0.07680741465466738,0.01782706741346513,1.0,3.0633207714029345,0.20827551372125583,0.038263875339211724
PRIMARY,41013,M9_LATENT_CONFOUNDER_SHIFT,A,C,ABSTAIN_UNCERTAIN_MODEL,,False,True,1.4591860375629362,0.03386630779906538,1.0,3.3341571293098458,3.155302424435873,0.6470338665586931
PRIMARY,41013,M10_CONTEXT_DEPENDENT_CAUSALITY,A|D,A,ABSTAIN_UNCERTAIN_MODEL,,False,False,0.06893853154323033,0.03326094163094887,1.0,3.2475885237006956,0.24021165217815565,0.05210648368998974
PRIMARY,41013,M11_SHARED_MODEL_CLASS_MISSPECIFICATION,A,C,ABSTAIN_UNCERTAIN_MODEL,,False,True,1.7123100560797504,0.09427523886627101,1.0,2.730717978263334,0.43642721954898217,0.8308717304646315
PRIMARY,41013,N0_ZERO_CAUSE,,C,FALSIFIED_NO_LEVERAGE,,False,True,3.028693825190638,0.04087626864698742,1.0,3.354482159115494,1.024701267214292,1.0
PRIMARY,41014,M6_REDUNDANT_CAUSES,A|B,A,ACCEPT_CAUSAL_CREDIT,A,False,False,0.04118421187145949,0.010248081458666077,1.0,3.3672189699915576,0.15433708267073581,0.021515410554781435
PRIMARY,41014,M7_SYNERGISTIC_CAUSES,A|B,A,ABSTAIN_UNCERTAIN_MODEL,,False,False,1.0115861917598457,0.6445468753221012,0.4166666666666667,3.3427112539882957,0.6456447572981625,0.16393519338552745
PRIMARY,41014,M8_VARIABLE_DELAY,A|B,A,ABSTAIN_UNCERTAIN_MODEL,,False,False,0.057046299081521215,0.035099215871665555,1.0,3.1208031711107536,0.1604115183842367,0.033817326589712635
PRIMARY,41014,M9_LATENT_CONFOUNDER_SHIFT,A,C,ABSTAIN_UNCERTAIN_MODEL,,False,True,1.605486664258742,0.03188383346421947,1.0,3.3484060539651237,3.2202082314504663,0.6379453549628852
PRIMARY,41014,M10_CONTEXT_DEPENDENT_CAUSALITY,A|D,A,ABSTAIN_UNCERTAIN_MODEL,,False,False,0.06404224749617599,0.03363163906045806,1.0,3.1792304174496446,0.29191576178827355,0.06435473074426803
PRIMARY,41014,M11_SHARED_MODEL_CLASS_MISSPECIFICATION,A,C,ABSTAIN_UNCERTAIN_MODEL,,False,True,1.7206900030745773,0.07005945334088802,1.0,2.7594979295974387,0.5630203423263827,0.840873534860759
PRIMARY,41014,N0_ZERO_CAUSE,,C,FALSIFIED_NO_LEVERAGE,,False,True,2.9768587769961625,0.05211168126349351,1.0,3.331270396637114,1.021809083291826,1.0
PRIMARY,41015,M6_REDUNDANT_CAUSES,A|B,A,ACCEPT_CAUSAL_CREDIT,A,False,False,0.0609472922760651,0.011498093596322813,1.0,3.364815036048896,0.15919710379976276,0.04356940100303904
PRIMARY,41015,M7_SYNERGISTIC_CAUSES,A|B,A,ABSTAIN_UNCERTAIN_MODEL,,False,False,0.9971323892163861,0.8234210448183543,0.75,3.3264004288743125,0.6033575989033843,0.14440639435709166
PRIMARY,41015,M8_VARIABLE_DELAY,A|B,A,ABSTAIN_UNCERTAIN_MODEL,,False,False,0.06478438099991589,0.037468536861753554,1.0,3.0808974928755632,0.20657159567822383,0.04073801184075028
PRIMARY,41015,M9_LATENT_CONFOUNDER_SHIFT,A,C,ABSTAIN_UNCERTAIN_MODEL,,False,True,1.4339787947394806,0.04953470533711961,1.0,3.28029813866745,3.0861566290479705,0.6199766370602419
PRIMARY,41015,M10_CONTEXT_DEPENDENT_CAUSALITY,A|D,A,ABSTAIN_UNCERTAIN_MODEL,,False,False,0.09297175625999435,0.07969728896083324,1.0,3.3385174722978883,0.2768625973875964,0.053306672321423824
PRIMARY,41015,M11_SHARED_MODEL_CLASS_MISSPECIFICATION,A,C,ABSTAIN_UNCERTAIN_MODEL,,False,True,1.7402092389790473,0.0517495392984541,1.0,2.6978008350225915,0.4721901225577069,0.8324394789781033
PRIMARY,41015,N0_ZERO_CAUSE,,C,FALSIFIED_NO_LEVERAGE,,False,True,3.177961795345769,0.024782193470656418,1.0,3.2560342164649865,0.9269822868208124,1.0
PRIMARY,41016,M6_REDUNDANT_CAUSES,A|B,A,ACCEPT_CAUSAL_CREDIT,A,False,False,0.04165107783552033,0.01234258814532141,1.0,3.297153814739658,0.14575643556584944,0.020042615045781136
PRIMARY,41016,M7_SYNERGISTIC_CAUSES,A|B,B,ABSTAIN_UNCERTAIN_MODEL,,False,False,1.0031649115095829,0.8805604468114261,0.5,3.3353758021934246,0.6440347329196837,0.20762701961553232
PRIMARY,41016,M8_VARIABLE_DELAY,A|B,A,ABSTAIN_UNCERTAIN_MODEL,,False,False,0.05909534075307438,0.04916408127560831,1.0,3.086203222449081,0.2195790501511352,0.037504161158941784
PRIMARY,41016,M9_LATENT_CONFOUNDER_SHIFT,A,C,ABSTAIN_UNCERTAIN_MODEL,,False,True,1.5241467203689323,0.049927856999791916,1.0,3.2858692780514334,3.2405710083844577,0.62461994830755
PRIMARY,41016,M10_CONTEXT_DEPENDENT_CAUSALITY,A|D,A,ABSTAIN_UNCERTAIN_MODEL,,False,False,0.05221983512276293,0.04983278025100775,1.0,3.155060317276929,0.23204021760026497,0.035405207425327476
PRIMARY,41016,M11_SHARED_MODEL_CLASS_MISSPECIFICATION,A,C,ABSTAIN_UNCERTAIN_MODEL,,False,True,1.6831041989083326,0.07750503153750399,1.0,2.754038439954603,0.3343796828385652,0.8479876945498096
PRIMARY,41016,N0_ZERO_CAUSE,,C,FALSIFIED_NO_LEVERAGE,,False,True,3.0289374219591356,0.0466429792148788,1.0,3.286192118368967,1.1192757668006412,1.0
PRIMARY,41017,M6_REDUNDANT_CAUSES,A|B,A,ACCEPT_CAUSAL_CREDIT,A,False,False,0.050801405283918244,0.019398717166534643,1.0,3.3305356541456863,0.1573582360094221,0.02409086179263919
PRIMARY,41017,M7_SYNERGISTIC_CAUSES,A|B,A,ABSTAIN_UNCERTAIN_MODEL,,False,False,1.0200950423112718,0.39731627578427803,0.5833333333333334,3.365198206748821,0.558995691054698,0.12806808006912954
PRIMARY,41017,M8_VARIABLE_DELAY,A|B,A,ABSTAIN_UNCERTAIN_MODEL,,False,False,0.06819837808929197,0.05085295283294394,1.0,3.1797391662611227,0.22362885736716842,0.05138092212191781
PRIMARY,41017,M9_LATENT_CONFOUNDER_SHIFT,A,C,ABSTAIN_UNCERTAIN_MODEL,,False,True,1.4890730608491745,0.04292882912378061,1.0,3.2253450576720804,3.1438106662661967,0.6170384736466994
PRIMARY,41017,M10_CONTEXT_DEPENDENT_CAUSALITY,A|D,A,ABSTAIN_UNCERTAIN_MODEL,,False,False,0.0633934758332012,0.03779038262358436,1.0,3.2104181553116335,0.2601383336163479,0.037640322281126064
PRIMARY,41017,M11_SHARED_MODEL_CLASS_MISSPECIFICATION,A,C,ABSTAIN_UNCERTAIN_MODEL,,False,True,2.075810282954487,0.13595464887657494,1.0,2.7206533822893855,0.4309399028588927,0.7799163089426586
