cohort,family,seed,n_observed,state,beta_hat,beta_se,relevant_instruments,max_overidentification_z,max_negative_control_z,z_critical,causal_authority_granted,has_exclusion_debt,has_measurement_debt
PRIMARY,V0_VALID,50026,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8095738553261987,0.018810774530692364,2,0.39275394223272747,0.8342573497298686,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50027,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8186471922207336,0.01928213759861073,2,0.06206622037808917,0.293273944939255,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50028,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8344626853624754,0.018581683729460702,2,0.3535267821445589,2.63728792395311,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50029,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7942765949084222,0.020011658243256673,2,0.34219390228539803,0.46777656989540206,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50030,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8093485548625856,0.01962101648448847,2,1.6040720359282337,0.8742791637008955,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50031,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8264698679719413,0.018850769893480973,2,2.3230173453763503,2.3987485154747796,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50032,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8089715102619565,0.0187515619703892,2,1.010844824381946,1.0792775777303723,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50033,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7613368544238519,0.01969131886068604,2,0.18522865844295305,2.2740852760265886,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50034,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8039550521226,0.019817275601765504,2,0.4104436511022245,1.1999951954094177,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50035,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7793547275596451,0.02054471316150245,2,1.4110711568190126,1.746797920997325,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50036,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8157621692409157,0.01906526302673275,2,0.425067999819066,0.8309986955099251,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50037,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.764064218319996,0.020313511157384133,2,0.5426142643460837,2.5083110486214957,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50038,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8077629759484853,0.01956898337799829,2,0.1101798095372527,0.5067594468930083,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50039,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7704718455274446,0.01983769233643584,2,0.7826537023315002,1.3419402969914935,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50040,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.803181354146636,0.019549618025841244,2,0.6479952062384011,0.6800471113068413,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50041,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.796698222218557,0.019619583264943532,2,1.237732843045165,2.2352121512945757,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50042,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.804876572369267,0.01924022741743523,2,1.49552322372571,1.2102295998414163,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50043,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7875720903246606,0.019596065220269396,2,1.4455454600128177,1.2437220772906257,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50044,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.777701299164886,0.02006877742989766,2,0.5221961272047002,0.8937721316807892,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50045,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8204477952200392,0.019767667474336545,2,2.188676446717688,1.002304963758169,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50046,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7873523508500276,0.020743775838393756,2,2.480981626081785,2.7770533567876217,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50047,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7847934166615038,0.019573521826618968,2,0.5160457670666273,0.46300717629524213,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50048,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7515866540587323,0.020817798234084563,2,0.5654997623158247,1.8115623467763942,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50049,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7861531543966805,0.019605872020575565,2,0.2156314707136029,0.17957521379692723,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50050,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7943021005741248,0.019428921143157918,2,0.9445114415504385,0.24275612254447684,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50051,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.820934703173165,0.01946143043334124,2,2.0701606307033673,2.700627428720808,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50052,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8149462561080428,0.01857656689890047,2,0.29388246927452855,1.5985709069612803,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50053,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8188778478183523,0.019216415438445725,2,1.8158042568369075,2.2977859112891075,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50054,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7979709067099575,0.018830307885816935,2,1.1660959693555568,0.780989503283917,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50055,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.796954877125031,0.020037889513683377,2,0.6313051443816401,1.0657052682553936,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50056,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7918626123169902,0.019715156255014105,2,0.008298289521428165,0.6984091802871498,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50057,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7909056828339847,0.01930675620265439,2,1.3032152788627138,1.3732988796403969,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50058,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7927689543009943,0.019866481356846592,2,0.11595474721454763,0.40417351805985424,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50059,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8242449572962552,0.01961570706821925,2,0.25382733655723955,0.5552925172510584,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50060,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7754930677727647,0.02005298325230904,2,0.20131904049342875,2.330112977711269,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50061,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8448932222462768,0.01871693850944509,2,0.012444386913990559,1.9804463764559073,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50062,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7985115892246837,0.019598113381432542,2,0.6788690419268674,0.4983765169492115,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50063,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7701969937166623,0.020129624635990908,2,1.1209261695691262,1.8135987653879602,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50064,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.773140054100756,0.020435629249327642,2,0.08578469009422965,1.3012045894327084,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50065,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8257799418236725,0.019331167216782526,2,1.8820842912331457,1.3756722595023219,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50066,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7900893580835537,0.02051365031305315,2,0.11053563129351178,1.1455161107507978,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50067,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.776013514768605,0.019468830137122053,2,0.4270744646629625,1.0814153690774926,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50068,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8108012239884359,0.019398277947215454,2,1.478220352433929,1.1443466021242361,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50069,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7874272753593733,0.019231784623268546,2,1.414523334988645,2.3380798503125524,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50070,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.801328438697087,0.019361837797022708,2,0.22461428233977798,0.6960227552635742,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50071,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7974786611703365,0.019061273625610355,2,0.07976958431184791,0.1373340914567635,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50072,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7870080768011566,0.020063999973561668,2,0.16243277151786814,1.1600395094322227,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50073,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.792989574938661,0.02000750270223049,2,0.12873637997253998,0.6707860898761142,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50074,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8118278547592042,0.01895401999397868,2,0.48739269764686605,1.560581523760029,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50075,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.789436504973644,0.019221004025426182,2,0.5911220991725369,0.08528772205377638,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50076,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7905472344554988,0.019568776355904767,2,1.4313312048177531,1.5657791418173879,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50077,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8050556876087995,0.018760568343184868,2,1.1328970203815518,1.9053624329335426,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50078,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8056533054782232,0.01916002228674601,2,0.5840827023781837,0.2569278169558081,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50079,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.793254891963255,0.01923512025682209,2,0.5226972762814194,1.2923541622300683,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50080,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.806227094145434,0.01899830043903443,2,2.2331019821289035,2.20618325309024,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50081,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7885312408647133,0.019830268824283414,2,0.260462896410749,2.278676677219311,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50082,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7933450906019445,0.019102768527732353,2,0.2147082556270484,0.3029063547571752,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50083,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.787735104964202,0.020217859977229396,2,0.26064501085181485,0.5389174393878785,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50084,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8115250561879419,0.019587803284808893,2,0.5024868225908443,1.0652414015943386,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50085,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8052008606362095,0.019844883219930307,2,0.2857744989053623,0.37688788108385735,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50086,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8037993008821318,0.019322910650098536,2,0.8426895062868586,0.668268968461985,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50087,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8179393807813593,0.01870564457917877,2,0.4488233313777532,0.8527095045456426,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50088,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7863168722728019,0.019943357176796336,2,0.362886993965432,1.399490722798761,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50089,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7852739704733738,0.019549315601501412,2,0.22732903574730934,0.20850152341713116,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50090,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8262462972325582,0.01795896013439408,2,0.5855295460188106,1.8518112866325567,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50091,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8065351386066628,0.019857532128846934,2,1.8240331071353197,1.7052284818671617,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50092,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.778301901555058,0.01973063251314996,2,1.3464774178517793,0.8838549484028675,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50093,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7706537114663361,0.0200223828618943,2,1.024400341064659,1.0593714222720085,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50094,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8108393215561325,0.019174653906035066,2,0.7331217028220859,1.4560714391930991,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50095,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8021490771153313,0.01913663863212311,2,1.002882356632736,0.47123041058890525,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50096,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8097321279781212,0.01926588672266788,2,0.42348914495396983,0.7396811805518193,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50097,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7964512735399774,0.018791285588026133,2,1.4959882351464537,1.4244669415023794,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50098,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7970927731573324,0.018830935277455555,2,0.12682986635015087,1.0233362381167421,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50099,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8221242327968898,0.019317608004324797,2,0.2921009439496005,0.6476414771921472,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50100,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7946437182271655,0.01990862963784575,2,0.8428884292427201,0.7168726089962958,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50101,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7909181867546934,0.020501028517267383,2,0.5568703019064054,1.4150071455363884,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50102,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8062479975592612,0.019479947666716575,2,0.3983287117712254,0.9830017710015113,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50103,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7850943073050584,0.019631163555034525,2,0.3848389158498884,1.1303314398727886,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50104,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7914038586199964,0.01999837624822495,2,0.7330743764612007,1.627334766381019,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50105,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7869480755792012,0.02008958406796658,2,0.7290844498555675,0.8100683002352824,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50106,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8232342132973017,0.018778461709519863,2,2.03805483831682,1.014935513466202,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50107,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8059671138659724,0.01925556743633436,2,1.8102131151384817,0.7992336059906985,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50108,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8563204150082392,0.018083411513657804,2,2.1982738140168943,2.639298724822674,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50109,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7841715004291039,0.01909422469122953,2,0.7348683485783668,0.3844378679651383,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50110,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7874514058699899,0.019952574602564364,2,0.08352006592064878,0.3519364033914406,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50111,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8058571482352869,0.0195500900243373,2,0.6715966907734185,1.3482131584362234,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50112,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8002094884735669,0.01964139082887564,2,0.9901875499893766,0.738828296530512,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50113,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7957724894504464,0.01943042546703928,2,0.4913454962057547,0.8783729000131467,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50114,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8240506089719399,0.01951157484227425,2,0.5687612334489762,0.8489993801904739,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50115,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8169713803687764,0.01957146556965664,2,0.6806350617514344,1.2322514645930638,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50116,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8004114557795042,0.018945768697596073,2,0.30183316390095455,0.783973039834673,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50117,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7728655056091842,0.020116948798060093,2,0.338982928755082,0.16044310820268967,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50118,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8314884261860982,0.01905354634903495,2,1.1866141941502417,1.1883059314230533,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50119,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7728504260606084,0.019546124668301575,2,1.1733843901806622,2.178289446239775,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50120,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8038851445938859,0.019578403574689304,2,0.4724286332433742,0.535266328453301,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50121,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7924884008594091,0.019774489332277885,2,0.2916522946588484,0.643302853787972,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50122,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7580370287859035,0.019995159799102005,2,1.3799537789390754,0.970785139995719,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50123,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8038146823206086,0.01988260409038675,2,1.5901852586238363,1.429325854184569,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50124,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7826273548817813,0.01992978156019109,2,1.0874187481125561,0.7575864141769877,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50125,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.805594132538247,0.019519459479859558,2,0.17352812598380457,1.541444655912241,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50126,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7788164727631423,0.01968389576610501,2,0.7054221601958869,1.4980770750823664,3.090232306167813,False,True,True
PRIMARY,V0_VALID,50127,4096,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7910699709050201,0.020514308596433665,2,0.017105201623825145,0.946775492168982,3.090232306167813,False,True,True
PRIMARY,V1_DIRECT_NONPROPORTIONAL,50000,4096,IDENTIFYING_ASSUMPTION_VIOLATED,1.2663894921549579,0.016800798061053612,2,10.987691868036382,0.9523917549036539,3.090232306167813,False,True,True
PRIMARY,V1_DIRECT_NONPROPORTIONAL,50001,4096,IDENTIFYING_ASSUMPTION_VIOLATED,1.278591992322074,0.01711873302925255,2,11.966505948537177,0.7112118371271303,3.090232306167813,False,True,True
PRIMARY,V1_DIRECT_NONPROPORTIONAL,50002,4096,IDENTIFYING_ASSUMPTION_VIOLATED,1.2887795048040742,0.017286048527133734,2,12.200975989475268,0.026269612996803984,3.090232306167813,False,True,True
PRIMARY,V1_DIRECT_NONPROPORTIONAL,50003,4096,IDENTIFYING_ASSUMPTION_VIOLATED,1.2823159810375104,0.016001770719444763,2,11.74945576884571,1.6093873614054695,3.090232306167813,False,True,True
PRIMARY,V1_DIRECT_NONPROPORTIONAL,50004,4096,IDENTIFYING_ASSUMPTION_VIOLATED,1.2656281918443868,0.01639860357524053,2,11.467779342444,0.47835512892400434,3.090232306167813,False,True,True
PRIMARY,V1_DIRECT_NONPROPORTIONAL,50005,4096,IDENTIFYING_ASSUMPTION_VIOLATED,1.2714637157864828,0.016809598489740306,2,11.902298593721422,0.4418773139172869,3.090232306167813,False,True,True
